old_act,old_section,old_section_title,new_act,new_section,new_section_title,mapping_type,notes
IPC,48,"""Vessel""",BNS,2,Definitions,merged,"2(1): In the IPC, Section 33 addressed both ""Act""
and ""Omission"" collectively. However, in the 2(2): No change. 2(3): Definition of 'child' in section 2(3) of BNS
(child- any person below the age of eighteen
years.) This is a new addition. 2(4): No change. 2(5): Section 2(5) of BNS excludes the illustration
and uses the word ""Court"" in place of the
words ""Court of Justice"". 2(6): No change. 2(7): Words ""whoever does"" and ""is said to do that
thing dishonestly"" are excluded. 2(8): Words ""and includes electronic and digital
record"" are added.
BNS Section 2(8) incorporates both the
sections 29 and 29A of IPC and adds digital
records. 2(9): Phraseology changed but essence is same. 2(10): Word ""transgender"" is added apart from
genders of ""male"" and ""female"". 2(11): No change. 2(12): Words ""Government of a State"" are replaced
by ""State Government"". 2(13): Words ""Except in section 157 and in sec"
IPC,49,"""Year"", ""Month""",BNS,2,Definitions,merged,"2(1): In the IPC, Section 33 addressed both ""Act""
and ""Omission"" collectively. However, in the 2(2): No change. 2(3): Definition of 'child' in section 2(3) of BNS
(child- any person below the age of eighteen
years.) This is a new addition. 2(4): No change. 2(5): Section 2(5) of BNS excludes the illustration
and uses the word ""Court"" in place of the
words ""Court of Justice"". 2(6): No change. 2(7): Words ""whoever does"" and ""is said to do that
thing dishonestly"" are excluded. 2(8): Words ""and includes electronic and digital
record"" are added.
BNS Section 2(8) incorporates both the
sections 29 and 29A of IPC and adds digital
records. 2(9): Phraseology changed but essence is same. 2(10): Word ""transgender"" is added apart from
genders of ""male"" and ""female"". 2(11): No change. 2(12): Words ""Government of a State"" are replaced
by ""State Government"". 2(13): Words ""Except in section 157 and in sec"
IPC,51,"""Oath""",BNS,2,Definitions,merged,"2(1): In the IPC, Section 33 addressed both ""Act""
and ""Omission"" collectively. However, in the 2(2): No change. 2(3): Definition of 'child' in section 2(3) of BNS
(child- any person below the age of eighteen
years.) This is a new addition. 2(4): No change. 2(5): Section 2(5) of BNS excludes the illustration
and uses the word ""Court"" in place of the
words ""Court of Justice"". 2(6): No change. 2(7): Words ""whoever does"" and ""is said to do that
thing dishonestly"" are excluded. 2(8): Words ""and includes electronic and digital
record"" are added.
BNS Section 2(8) incorporates both the
sections 29 and 29A of IPC and adds digital
records. 2(9): Phraseology changed but essence is same. 2(10): Word ""transgender"" is added apart from
genders of ""male"" and ""female"". 2(11): No change. 2(12): Words ""Government of a State"" are replaced
by ""State Government"". 2(13): Words ""Except in section 157 and in sec"
IPC,52,"""Good faith""",BNS,2,Definitions,merged,"2(1): In the IPC, Section 33 addressed both ""Act""
and ""Omission"" collectively. However, in the 2(2): No change. 2(3): Definition of 'child' in section 2(3) of BNS
(child- any person below the age of eighteen
years.) This is a new addition. 2(4): No change. 2(5): Section 2(5) of BNS excludes the illustration
and uses the word ""Court"" in place of the
words ""Court of Justice"". 2(6): No change. 2(7): Words ""whoever does"" and ""is said to do that
thing dishonestly"" are excluded. 2(8): Words ""and includes electronic and digital
record"" are added.
BNS Section 2(8) incorporates both the
sections 29 and 29A of IPC and adds digital
records. 2(9): Phraseology changed but essence is same. 2(10): Word ""transgender"" is added apart from
genders of ""male"" and ""female"". 2(11): No change. 2(12): Words ""Government of a State"" are replaced
by ""State Government"". 2(13): Words ""Except in section 157 and in sec"
IPC,52A,"""Harbour""",BNS,2,Definitions,merged,"2(1): In the IPC, Section 33 addressed both ""Act""
and ""Omission"" collectively. However, in the 2(2): No change. 2(3): Definition of 'child' in section 2(3) of BNS
(child- any person below the age of eighteen
years.) This is a new addition. 2(4): No change. 2(5): Section 2(5) of BNS excludes the illustration
and uses the word ""Court"" in place of the
words ""Court of Justice"". 2(6): No change. 2(7): Words ""whoever does"" and ""is said to do that
thing dishonestly"" are excluded. 2(8): Words ""and includes electronic and digital
record"" are added.
BNS Section 2(8) incorporates both the
sections 29 and 29A of IPC and adds digital
records. 2(9): Phraseology changed but essence is same. 2(10): Word ""transgender"" is added apart from
genders of ""male"" and ""female"". 2(11): No change. 2(12): Words ""Government of a State"" are replaced
by ""State Government"". 2(13): Words ""Except in section 157 and in sec"
IPC,6,Definitions in the Code to be understood subject to exceptions,BNS,3,General explanations,merged,"3(1): Section is included as sub-section in BNS sans
heading. 3(2): D itto. 3(3): Section is included as a sub-section in BNS
sans heading. ""Wife"" is replaced by ""Spouse"". 3(4): Section is included as sub-section in BNS sans
heading. 3(5): Section is included as sub-section in BNS sans
h eading. No other change. 3(6): D itto. 3(7): Ditto. 3(8): Ditto. 3(9): Ditto."
IPC,7,Sense of expression once explained,BNS,3,General explanations,merged,"3(1): Section is included as sub-section in BNS sans
heading. 3(2): D itto. 3(3): Section is included as a sub-section in BNS
sans heading. ""Wife"" is replaced by ""Spouse"". 3(4): Section is included as sub-section in BNS sans
heading. 3(5): Section is included as sub-section in BNS sans
h eading. No other change. 3(6): D itto. 3(7): Ditto. 3(8): Ditto. 3(9): Ditto."
IPC,27,"Property in possession of wife, clerk or servant",BNS,3,General explanations,merged,"3(1): Section is included as sub-section in BNS sans
heading. 3(2): D itto. 3(3): Section is included as a sub-section in BNS
sans heading. ""Wife"" is replaced by ""Spouse"". 3(4): Section is included as sub-section in BNS sans
heading. 3(5): Section is included as sub-section in BNS sans
h eading. No other change. 3(6): D itto. 3(7): Ditto. 3(8): Ditto. 3(9): Ditto."
IPC,32,Words referring to acts include illegal omissions,BNS,3,General explanations,merged,"3(1): Section is included as sub-section in BNS sans
heading. 3(2): D itto. 3(3): Section is included as a sub-section in BNS
sans heading. ""Wife"" is replaced by ""Spouse"". 3(4): Section is included as sub-section in BNS sans
heading. 3(5): Section is included as sub-section in BNS sans
h eading. No other change. 3(6): D itto. 3(7): Ditto. 3(8): Ditto. 3(9): Ditto."
IPC,34,Acts done by several persons in furtherance of common intention -,BNS,3,General explanations,merged,"3(1): Section is included as sub-section in BNS sans
heading. 3(2): D itto. 3(3): Section is included as a sub-section in BNS
sans heading. ""Wife"" is replaced by ""Spouse"". 3(4): Section is included as sub-section in BNS sans
heading. 3(5): Section is included as sub-section in BNS sans
h eading. No other change. 3(6): D itto. 3(7): Ditto. 3(8): Ditto. 3(9): Ditto."
IPC,35,When such an act is criminal by reason of its being done with a criminal knowledge or intention,BNS,3,General explanations,merged,"3(1): Section is included as sub-section in BNS sans
heading. 3(2): D itto. 3(3): Section is included as a sub-section in BNS
sans heading. ""Wife"" is replaced by ""Spouse"". 3(4): Section is included as sub-section in BNS sans
heading. 3(5): Section is included as sub-section in BNS sans
h eading. No other change. 3(6): D itto. 3(7): Ditto. 3(8): Ditto. 3(9): Ditto."
IPC,36,Effect caused partly by act and partly by omission,BNS,3,General explanations,merged,"3(1): Section is included as sub-section in BNS sans
heading. 3(2): D itto. 3(3): Section is included as a sub-section in BNS
sans heading. ""Wife"" is replaced by ""Spouse"". 3(4): Section is included as sub-section in BNS sans
heading. 3(5): Section is included as sub-section in BNS sans
h eading. No other change. 3(6): D itto. 3(7): Ditto. 3(8): Ditto. 3(9): Ditto."
IPC,37,Co-operation by doing one of several acts constituting an offence,BNS,3,General explanations,merged,"3(1): Section is included as sub-section in BNS sans
heading. 3(2): D itto. 3(3): Section is included as a sub-section in BNS
sans heading. ""Wife"" is replaced by ""Spouse"". 3(4): Section is included as sub-section in BNS sans
heading. 3(5): Section is included as sub-section in BNS sans
h eading. No other change. 3(6): D itto. 3(7): Ditto. 3(8): Ditto. 3(9): Ditto."
IPC,38,Persons concerned in criminal Act may be guilty of different offences,BNS,3,General explanations,merged,"3(1): Section is included as sub-section in BNS sans
heading. 3(2): D itto. 3(3): Section is included as a sub-section in BNS
sans heading. ""Wife"" is replaced by ""Spouse"". 3(4): Section is included as sub-section in BNS sans
heading. 3(5): Section is included as sub-section in BNS sans
h eading. No other change. 3(6): D itto. 3(7): Ditto. 3(8): Ditto. 3(9): Ditto."
IPC,53,Punishments,BNS,4,Punishments,direct,"4: 'Community service' is added to punishments.
The definition of community service is not
given in BNS, but the explanation in Section
23 of the BNSS defines it as the ""work which
the court may order a convert to perform as a
form of punishment that benefits the
community, for which he shall not be entitled
to any remuneration""."
IPC,54,Commutation of sentence of death,BNS,5,Commutation of sentence,merged,"5: In this section, a cross reference to BNSS has
been made, whereas IPC does not refer to
C rPC in this context."
IPC,55,Commutation of sentence of imprisonment for life,BNS,5,Commutation of sentence,merged,"5: In this section, a cross reference to BNSS has
been made, whereas IPC does not refer to
C rPC in this context."
IPC,57,Fractions of terms of punishment,BNS,6,Fractions of terms of punishment,direct,"6: Words ""unless otherwise provided"" are added"
IPC,60,Sentence may be (in certain cases of imprisonment) wholly or partly rigorous or simple,BNS,7,Sentence may be (in certain cases of imprisonment) wholly or partly rigorous or simple,direct,7: No change.
IPC,63,Amount of fine,BNS,8,"Amount of fine, liability in default of payment of fine, etc",merged,"8(1): IPC section is included as subsection in BNS
with addition of words 'liability in default of
payment of fine, etc.' in heading. 8(2): IPC section is included as sub-section in BNS
sans heading. 8(3): Ditto. 8(4): The IPC section is included as a sub-section in
BNS, sans heading. ""or in default of
community service"" is added.. 8(5): IPC section is included as sub-section in BNS,
sans heading. Words ""or in default of
community service"" are added. Imprisonment
and fine are increased. 8(6): Heading is dropped as two sections of IPC are
merged in this one sub-section of BNS. 8(7): Section is included as sub-section in BNS,
sans heading."
IPC,64,Sentence of imprisonment for non-payment of fine,BNS,8,"Amount of fine, liability in default of payment of fine, etc",merged,"8(1): IPC section is included as subsection in BNS
with addition of words 'liability in default of
payment of fine, etc.' in heading. 8(2): IPC section is included as sub-section in BNS
sans heading. 8(3): Ditto. 8(4): The IPC section is included as a sub-section in
BNS, sans heading. ""or in default of
community service"" is added.. 8(5): IPC section is included as sub-section in BNS,
sans heading. Words ""or in default of
community service"" are added. Imprisonment
and fine are increased. 8(6): Heading is dropped as two sections of IPC are
merged in this one sub-section of BNS. 8(7): Section is included as sub-section in BNS,
sans heading."
